"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"2 phone wireless charging station",2,61,491,-3,1.24,0.79,1.3,318,8000,1,0,0,0,0,0,0,0,0,"-","-",156
"apple macbook pro charger magnetic","-",175,117,-29,,,,137,668,1,0,0,0,0,0,0,0,0,"-","-",156
"portable charger phone and watch","-",19,132,-5,,,,134,7000,1,0,0,0,0,0,0,0,0,"-","-",156
"iphone 16 dock","-",173,173,-12,,,,135,1000,1,0,0,0,0,0,0,0,0,"-","-",156
"airpods iphone 16",7,131,392,33,,,,223,3000,1,0,0,0,0,0,0,0,0,"-","-",156
"apple+","-",2,237,-15,,,,252,100000,1,0,0,0,0,0,0,0,0,"-","-",156
"mag cable usb c","-",285,285,30,,,,254,1000,1,0,0,0,0,0,0,0,0,"-","-",156
"phones iphone 15","-",6,421,"-",,,,59,70000,1,0,0,0,0,0,0,0,0,"-","-",156
"iphone dock",21,227,1136,-2,1.1,0.88,1.99,585,5000,1,0,0,0,0,0,0,0,0,"-","-",157
"apple watch charger dock",14,229,458,7,1.6,0.95,1.67,336,2000,1,0,0,0,0,0,0,0,0,"-","-",157
"anker charging cable iphone","-",34,68,-34,1.33,0.99,1.65,102,2000,1,0,0,0,0,0,0,0,0,"-","-",157
"3 pack of iphone chargers","-",4,152,-17,0.96,0.84,1.51,91,40000,1,0,0,0,0,0,0,0,0,"-","-",157
"anker cord charger","-",37,148,-5,,,,167,4000,1,0,0,0,0,0,0,0,0,"-","-",157
"wireless charging stand iphone",15,16,492,1,1.45,1.05,1.85,325,30000,1,0,0,0,0,0,0,0,0,"-","-",157
"circle power cord","-",253,246,42,,,,100,972,1,0,0,0,0,0,0,0,0,"-","-",157
"iphone wireless portable charger","-",26,259,3,,,,278,10000,1,0,0,0,0,0,0,0,0,"-","-",157
"magnetic wireless portable charger",8,69,416,11,1.15,0.88,1.19,346,6000,1,0,0,0,0,0,0,0,0,"-","-",157
"apple magsafe battery pack",35,837,2511,9,1.23,0.82,1.52,416,3000,1,1,0,0,0,0,0,0,0,"-",40,157
"apple iphone clearance","-",1,120,-49,0.92,0.61,1.05,196,100000,1,0,0,0,0,0,0,0,0,"-","-",157
"macbook pro 14 charger",13,137,412,5,1.83,1.74,2.33,216,3000,1,0,0,0,0,0,0,0,0,"-","-",157
"apple watch ultra charging stand","-",159,159,13,1.73,1.33,1.77,89,1000,1,0,0,0,0,0,0,0,0,"-","-",157
"small anker power bank",3,328,328,11,1.38,1.01,1.82,211,1000,1,0,0,0,0,0,0,0,0,"-","-",157
"anker 2 usb c charger","-",87,262,27,,,,120,3000,1,0,0,0,0,0,0,0,0,"-","-",157
"belkin iphone 16 charger",24,1528,489,-1,1.84,1.36,2.13,352,320,1,0,0,0,0,0,0,0,0,"-","-",157
"portable charger for iphone 16 pro",29,166,664,9,1.29,1.03,1.88,283,4000,1,0,0,0,0,0,0,0,0,"-","-",157
"anker power bank 2 pack","-",150,150,-11,,,,234,1000,1,0,0,0,0,0,0,0,0,"-","-",157
"airpod case charger","-",30,119,-44,1.33,1.04,1.85,248,4000,1,0,0,0,0,0,0,0,0,"-","-",158
"phone charger wireless",52,18,1410,-4,1.43,1,1.97,729,80000,1,1,0,0,0,1,0,0,0,"-",54,158
"apple iphone on sale","-",1,80,-37,0.59,0.55,0.84,86,100000,1,0,0,0,0,0,0,0,0,"-","-",158
"iphone charger single","-",31,157,-45,,,,173,5000,1,0,0,0,0,0,0,0,0,"-","-",158
"magsafe 2 power adapter",19,472,472,-13,1.53,1.13,1.64,222,1000,1,0,0,0,0,0,0,0,0,"-","-",158
"apple charging station for multiple devices",59,474,1895,-17,1.32,0.92,2.04,565,4000,1,0,0,0,0,1,0,0,0,"-","-",158
"multiple device charging station",18,74,736,-30,1.49,1.06,1.78,551,10000,1,0,0,0,0,0,0,0,0,"-","-",158
"in portable chargers","-","-",0,"-",,,,126,50000,1,0,0,0,0,0,0,0,0,"-","-",158
"airpod wireless charger",7,60,423,-6,1.25,0.83,1.64,328,7000,1,0,0,0,0,0,0,0,0,"-","-",158
"cargador iphone inalambrico",6,29,589,2,1.27,0.89,1.85,353,20000,1,0,0,0,0,0,0,0,0,"-","-",158
"apple watch charger plug",8,364,364,-26,1.26,0.95,1.46,223,1000,1,0,0,0,0,0,0,0,0,"-","-",158
"iphone charger wireless portable","-",14,128,-46,1.35,1.05,1.67,229,9000,1,0,0,0,0,0,0,0,0,"-","-",158
"apple portable charger for iphone",22,94,939,30,1.67,1.12,2.06,472,10000,1,0,0,0,0,0,0,0,0,"-","-",158
"family phone charging station","-",319,319,6,,,,298,1000,1,0,0,0,0,0,0,0,0,"-","-",158
"best airpods",1,22,432,7,1.1,0.79,1.56,269,20000,1,0,0,0,0,0,0,0,0,"-","-",158
"best portable power station","-",32,319,-16,2.08,1.72,3.25,375,10000,1,0,0,0,0,0,0,0,0,"-","-",158
"3 in 1 phone case","-",8,63,18,0.68,0.54,0.84,90,8000,1,0,0,0,0,0,0,0,0,"-","-",158
"airpod cord magnetic","-",115,49,-15,0.57,0.42,0.69,80,426,1,0,0,0,0,0,0,0,0,"-","-",158
"temperature watches","-",14,288,-22,,,,266,20000,1,0,0,0,0,0,0,0,0,"-","-",158
"mag power bank",5,456,456,5,1.16,1.03,1.46,284,1000,1,0,0,0,0,0,0,0,0,"-","-",158
"anker 621",35,10206,1582,59,1.35,0.91,1.43,134,155,1,0,0,0,0,0,0,0,0,"-","-",158
"airpod max stand charger",5,461,461,-2,1.01,0.82,1.28,178,1000,1,0,0,0,0,0,0,0,0,"-","-",158
"power pods for iphone magnetic","-",183,73,-51,0.8,0.78,1.32,222,399,1,0,0,0,0,0,0,0,0,"-","-",158
"power bank fast charging magsafe",5,270,260,136,,,,193,962,1,0,0,0,0,0,0,0,0,"-","-",158
"anker chargers usb","-",19,96,-52,,,,121,5000,1,0,0,0,0,0,0,0,0,"-","-",158
"iphone sixteen","-",1,54,-59,,,,173,40000,1,0,0,0,0,0,0,0,0,"-","-",158
"charger base for multiple devices","-",37,148,-42,,,,365,4000,1,0,0,0,0,0,0,0,0,"-","-",158
"iphone chargers 3 pack","-",1,23,-35,1.41,0.93,1.52,112,40000,1,0,0,0,0,0,0,0,0,"-","-",159
"iphone charging wire",19,5,421,"-",1.22,0.93,1.51,356,90000,1,0,0,0,0,0,0,0,0,"-","-",159
"cargador macbook pro",9,83,498,1,1.78,1.44,1.99,287,6000,1,0,0,0,0,0,0,0,0,"-","-",159
"folding cell phone",1,11,454,17,,,,335,40000,1,0,0,0,0,0,0,0,0,"-","-",159
"magnetic charging stand",8,18,368,-7,1.33,0.85,1.67,345,20000,1,0,0,0,0,0,0,0,0,"-","-",159
"magnetic iphone charging port","-",1,43,-27,,,,148,30000,1,0,0,0,0,0,0,0,0,"-","-",159
"mobile phone charging stations","-",15,154,-26,,,,296,10000,1,0,0,0,0,0,0,0,0,"-","-",159
"anker charger for iphone 12","-",206,206,-26,,,,269,1000,1,1,0,0,0,0,0,0,0,"-",3,159
"usb c charger apple watch","-",63,252,7,1.51,1.15,1.79,317,4000,1,0,0,0,0,0,0,0,0,"-","-",159
"phone charger and watch charger stand","-",30,298,-14,1.37,0.97,1.79,278,10000,1,0,0,0,0,0,0,0,0,"-","-",159
"anker prime charger",107,1120,4480,11,0.92,0.85,1.52,496,4000,1,1,1,0,0,0,0,0,0,168,25,159
"anker usb c cube","-",257,104,-28,,,,87,404,1,0,0,0,0,0,0,0,0,"-","-",159
"iphone 15 charger block anker","-",204,169,-10,,,,169,830,1,0,0,0,0,0,0,0,0,"-","-",159
"iphone 16 pro charging cords anker","-",300,255,12,,,,211,849,1,0,0,0,0,0,0,0,0,"-","-",159
"portable charger apple",22,80,798,9,1.4,1.01,2.04,340,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"portable charger belkin",8,1037,338,-1,1.24,1.03,1.46,196,326,1,0,0,0,0,0,0,0,0,"-","-",160
"airpods wire",5,37,372,20,1.15,0.85,1.58,232,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"macbook magsafe charger",25,848,736,2,1.84,1.59,2.18,241,868,1,0,0,0,0,0,0,0,0,"-","-",160
"charge stations","-",2,79,-46,1.29,1.06,1.53,139,40000,1,0,0,0,0,0,0,0,0,"-","-",160
"power bank for iphone case","-","-",0,"-",,,,137,3000,1,0,0,0,0,0,0,0,0,"-","-",160
"iphone and apple watch charger stand","-",4,35,16,,,,116,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"watch and phone stand","-",0,42,-1,1,0.85,1.28,119,100000,1,0,0,0,0,0,0,0,0,"-","-",160
"wireless controller for iphone","-",10,207,-11,0.92,0.71,1.03,258,20000,1,0,0,0,0,0,0,0,0,"-","-",160
"15w usb c charger","-",50,149,-39,,,,319,3000,1,0,0,0,0,0,0,0,0,"-","-",160
"portable charger for apple","-",17,170,-19,,,,278,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"15w usb c","-",10,99,-22,,,,197,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"controller for macbook","-",109,217,16,,,,203,2000,1,0,0,0,0,0,0,0,0,"-","-",160
"watch for iphone",1,9,374,76,0.93,0.63,1.3,311,40000,1,0,0,0,0,0,0,0,0,"-","-",160
"magnetic macbook charger",17,610,461,-3,1.53,1.38,1.82,231,756,1,0,0,0,0,0,0,0,0,"-","-",160
"stand for apple watch charger","-",14,139,-11,0.96,0.93,1.16,121,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"wireless magnetic portable charger","-",47,282,57,,,,211,6000,1,0,0,0,0,0,0,0,0,"-","-",160
"airpod 2",30,215,2153,-14,1.29,1.05,1.56,477,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"apple watch chargers fast charging",15,77,386,15,1.21,1.09,1.33,248,5000,1,0,0,0,0,0,0,0,0,"-","-",160
"iphone 15 charging stand","-",35,318,-17,1.33,1.18,1.62,311,9000,1,0,0,0,0,0,0,0,0,"-","-",160
"iphone 15 charger stand magsafe","-",15,76,-39,,,,211,5000,1,0,0,0,0,0,0,0,0,"-","-",160
"apple watch ultra 2 fast charger","-",96,191,-44,,,,201,2000,1,0,0,0,0,0,0,0,0,"-","-",160
"power bank ankee","-",169,169,-23,,,,127,1000,1,0,0,0,0,0,0,0,0,"-","-",160
"iphone 16 pro wireless charger",65,125,1251,11,1.38,0.85,1.92,600,10000,1,0,0,0,0,0,0,0,0,"-","-",160
"anker usb c cable for iphone 16 pro","-",32,32,-46,,,,63,1000,1,0,0,0,0,0,0,0,0,"-","-",160
"airpod charger",220,397,3575,-9,1.63,1.21,2.08,613,9000,1,0,1,0,0,0,0,0,0,133,"-",161
"power bank usb c",60,222,2217,"-",1.25,0.96,1.82,606,10000,1,0,0,0,0,0,0,0,0,"-","-",161
"portable charger for macbook pro",6,117,467,9,1.48,1.24,1.72,294,4000,1,0,0,0,0,0,0,0,0,"-","-",161
"anker apple cable",8,124,372,-1,,,,224,3000,1,0,0,0,0,0,0,0,0,"-","-",161
"iphone bedside charging station",11,467,467,2,1.39,1,1.61,296,1000,1,0,0,0,0,0,0,0,0,"-","-",161
"light wireless charger","-",1,92,-21,,,,223,100000,1,0,0,0,0,0,0,0,0,"-","-",161
"iphone3 charger","-",13,268,66,,,,151,20000,1,0,0,0,0,0,0,0,0,"-","-",161
"apple travel adapter","-",10,98,-47,1.35,1.04,1.56,122,10000,1,0,0,0,0,0,0,0,0,"-","-",161
"magnetic apple watch charger",33,235,939,36,1.15,0.94,1.54,289,4000,1,0,0,0,0,0,0,0,0,"-","-",161
"apple charges","-",4,364,-9,1.2,0.93,1.48,324,100000,1,0,0,0,0,0,0,0,0,"-","-",161
"iphone wireless power bank",1,90,361,-13,1.21,0.92,1.5,317,4000,1,0,0,0,0,0,0,0,0,"-","-",161
"multiple apple device charging station",8,102,406,5,1.14,0.96,1.35,282,4000,1,0,0,0,0,1,0,0,0,"-","-",161
"belkin fast","-",428,314,-2,,,,240,734,1,0,0,0,0,0,0,0,0,"-","-",161
"magsafe battery bank",4,498,465,1,1.48,1.1,1.85,279,933,1,0,0,0,0,0,0,0,0,"-","-",161
"iphonedock","-",45,227,"-",,,,278,5000,1,0,0,0,0,0,0,0,0,"-","-",161
"cargador de iphone y apple watch y airpods","-",159,318,35,,,,217,2000,1,0,0,0,0,0,0,0,0,"-","-",161
"apple watch ultra fast charger","-",83,166,-36,1.52,1.28,2.47,307,2000,1,0,0,0,0,0,0,0,0,"-","-",161
"iphone 15 phone",5,44,3078,45,0.93,0.72,1.71,629,70000,1,0,0,0,0,0,0,0,0,"-","-",161
"magnetic organized cable iphone","-",177,168,-16,0.99,0.75,1.27,303,949,1,0,0,0,0,0,0,0,0,"-","-",161
"anker power bank with wall plug",2,1723,553,8,1.64,1.15,1.92,248,321,1,0,0,0,0,0,0,0,0,"-","-",161
"power bank anket","-",203,203,32,,,,224,1000,1,0,0,0,0,0,0,0,0,"-","-",161
"magnet charger iphone 16",27,110,662,-9,1.39,0.92,1.83,292,6000,1,0,0,0,0,0,0,0,0,"-","-",161
"portable charger with magsafe",1,92,368,-7,,,,266,4000,1,0,0,0,0,0,0,0,0,"-","-",161
"apple watch charging stand",47,251,2507,-5,1.45,0.98,1.92,536,10000,1,1,0,0,0,0,0,0,0,"-",35,162
"power banks anker","-",70,70,-52,,,,167,1000,1,0,0,0,0,0,0,0,0,"-","-",162
"apple airpod charger",16,65,458,-3,1.59,1.15,2.01,314,7000,1,0,0,0,0,0,0,0,0,"-","-",162
"multi charging station apple","-",11,44,-21,1.75,1.49,1.9,158,4000,1,0,0,0,0,0,0,0,0,"-","-",162
"wireless charger adapter iphone","-",7,136,-33,,,,159,20000,1,0,0,0,0,0,0,0,0,"-","-",162
"travel charger with usb","-",2,199,-28,,,,283,100000,1,0,0,0,0,0,0,0,0,"-","-",162
"phone and watch stand",1,7,359,-4,0.86,0.76,1.24,352,50000,1,0,0,0,0,0,0,0,0,"-","-",162
"belkin adapter iphone","-","-",0,"-",,,,114,386,1,0,0,0,0,0,0,0,0,"-","-",162
"portable chargers with dock","-",33,165,-24,,,,193,5000,1,0,0,0,0,0,0,0,0,"-","-",162
"tool charger station","-",11,112,-32,,,,223,10000,1,0,0,0,0,0,0,0,0,"-","-",162
"anker usb c charger iphone","-",53,105,20,0.96,0.77,1.09,73,2000,1,0,0,0,0,0,0,0,0,"-","-",162
"series 3 apple watch charger",21,154,463,4,1.75,1.12,1.81,245,3000,1,0,0,0,0,0,0,0,0,"-","-",162
"apple watch charge",21,24,485,-2,1.89,1.15,2.08,332,20000,1,0,0,0,0,0,0,0,0,"-","-",162
"iphone apple watch wireless charger stand","-",111,222,49,,,,36,2000,1,0,0,0,0,0,0,0,0,"-","-",162
"iphone charging station for multiple devices apple","-",72,289,10,1.47,0.97,1.92,292,4000,1,0,0,0,0,0,0,0,0,"-","-",162
"anker power bank iphone 14",12,996,487,-5,1.47,1.09,1.78,192,489,1,0,0,0,0,0,0,0,0,"-","-",162
"iphone 15 stand charger","-",43,217,-7,1.45,1.1,1.82,387,5000,1,0,0,0,0,0,0,0,0,"-","-",162
"magsafe portable stand",1,134,401,25,1.35,1.06,1.72,272,3000,1,0,0,0,0,0,0,0,0,"-","-",162
"mag powerbank","-",255,162,-24,,,,116,636,1,0,0,0,0,0,0,0,0,"-","-",162
"charging station iphone 15 pro max","-",9,34,-49,,,,73,4000,1,0,0,0,0,0,0,0,0,"-","-",162
"multi usb c charging station",5,137,412,"-",1.44,1.17,2.28,268,3000,1,0,0,0,0,0,0,0,0,"-","-",162
"anker power bank large","-",171,342,7,,,,287,2000,1,0,0,0,0,0,0,0,0,"-","-",162
"best power bank for traveling",14,83,498,42,1.57,1.18,2.06,278,6000,1,0,0,0,0,0,0,0,0,"-","-",162
"anker iphone 16 charger block","-",462,324,22,,,,293,701,1,1,0,0,0,0,0,0,0,"-",62,162
"phone wireless charger",24,11,871,1,1.34,0.91,1.89,384,80000,1,0,0,0,0,0,0,0,0,"-","-",163
"apple watch milanese","-",473,251,-13,,,,326,531,1,0,0,0,0,0,0,0,0,"-","-",163
"iphone apple watch charging dock","-",80,241,65,1.31,0.96,1.38,180,3000,1,0,0,0,0,0,0,0,0,"-","-",163
"multiple cables in one","-",7,278,"-",,,,261,40000,1,0,0,0,0,0,0,0,0,"-","-",163
"apple stand charger",10,20,403,-17,1.29,0.92,1.76,292,20000,1,0,0,0,0,0,0,0,0,"-","-",163
"apple watch power adapter","-",19,77,-57,1.23,0.94,1.65,251,4000,1,0,0,0,0,0,0,0,0,"-","-",163
"home pod apple","-",1633,485,3,1.15,0.88,1.5,125,297,1,0,0,0,0,0,0,0,0,"-","-",163
"usb c cable bundle","-",641,332,3,,,,284,518,1,0,0,0,0,0,0,0,0,"-","-",163
"foldable phones","-",9,472,7,0.98,0.95,1.37,378,50000,1,0,0,0,0,0,0,0,0,"-","-",163
"iphone charging dock apple watch","-",55,165,75,1.65,1.16,1.93,137,3000,1,0,0,0,0,0,0,0,0,"-","-",163
"portable charger magnetic apple","-",55,327,13,,,,187,6000,1,0,0,0,0,0,0,0,0,"-","-",163
"apple charger 15","-",13,268,-5,,,,325,20000,1,0,0,0,0,0,0,0,0,"-","-",163
"iphone charger 16 pro max",47,80,798,"-",1.85,1.31,1.92,293,10000,1,0,0,0,0,0,0,0,0,"-","-",163
"iphone 16. charger","-",26,262,-9,,,,299,10000,1,0,0,0,0,0,0,0,0,"-","-",163
"powerbank magsafe",21,1623,1326,17,1.39,0.98,1.47,437,817,1,0,0,0,0,0,0,0,0,"-","-",164
"wireless charger power bank",9,50,502,-2,1.38,0.95,1.43,303,10000,1,0,0,0,0,0,0,0,0,"-","-",164
"apple watch iphone charging stand","-","-",0,"-",,,,171,50000,1,0,0,0,0,0,0,0,0,"-","-",164
"apple watches on sale",1,15,736,-11,0.74,0.48,1.04,349,50000,1,0,0,0,0,0,0,0,0,"-","-",164
"iphone dock apple watch","-",15,29,4,,,,158,2000,1,0,0,0,0,0,0,0,0,"-","-",164
"belkin wall charger usb c","-",1042,296,18,,,,197,284,1,0,0,0,0,0,0,0,0,"-","-",164
"bedside power station","-",78,235,-10,,,,356,3000,1,0,0,0,0,0,0,0,0,"-","-",164
"chargers macbook","-",23,231,-30,,,,182,10000,1,0,0,0,0,0,0,0,0,"-","-",164
"stand charger iphone","-",1,50,6,,,,147,60000,1,0,0,0,0,0,0,0,0,"-","-",164
"iphone open","-","-",0,"-",,,,130,30000,1,0,0,0,0,0,0,0,0,"-","-",164
"charging stand for apple","-","-",0,"-",,,,234,100000,1,0,0,0,0,0,0,0,0,"-","-",164
"wireless charge power bank","-",1,64,-4,,,,95,60000,1,0,0,0,0,0,0,0,0,"-","-",164
"3 wireless charging ports","-",2,164,-21,,,,165,80000,1,0,0,0,0,0,0,0,0,"-","-",164
"magnetic charging bank",15,90,448,31,1.13,0.89,1.62,347,5000,1,0,0,0,0,0,0,0,0,"-","-",164
"airpods pro stand","-","-",0,"-",,,,133,2000,1,0,0,0,0,0,0,0,0,"-","-",164
"magsafe portable power bank","-",106,106,-6,,,,146,1000,1,0,0,0,0,0,0,0,0,"-","-",164
"apple battery pack magsafe",15,630,1891,15,1.31,0.98,1.58,435,3000,1,0,0,0,0,0,0,0,0,"-","-",164
"wired airpods for iphone","-",9,65,-17,1.92,1.35,1.94,73,7000,1,0,0,0,0,0,0,0,0,"-","-",164
"anker prime power bank",44,5336,5336,9,1.29,1.19,1.76,388,1000,1,0,0,0,0,0,0,0,0,"-","-",164
"wireless ear buds for iphone 14","-",29,20,-24,,,,90,690,1,0,0,0,0,0,0,0,0,"-","-",164
"station charger apple devices","-",22,129,33,,,,129,6000,1,0,0,0,0,0,0,0,0,"-","-",164
"best charging station for multiple devices apple","-",58,288,22,,,,180,5000,1,0,0,0,0,0,0,0,0,"-","-",164
"iphone 16 charger wire","-",14,136,-36,,,,228,10000,1,0,0,0,0,0,0,0,0,"-","-",164
"iphone dock charger","-",86,343,4,1.5,1.05,1.83,312,4000,1,0,0,0,0,0,0,0,0,"-","-",165
"apple watch iphone charger",13,39,386,-6,1.28,1.08,1.79,353,10000,1,0,0,0,0,0,0,0,0,"-","-",165
"phone stand with charger",2,16,478,-6,1.31,0.93,1.79,389,30000,1,0,0,0,0,0,0,0,0,"-","-",165
"macbook charger magnetic",43,4670,3563,-8,1.83,1.45,2.12,398,763,1,0,0,0,0,0,0,0,0,"-","-",165
"macbook pro power bank","-",419,327,18,,,,217,781,1,0,0,0,0,0,0,0,0,"-","-",165
"anker iphone charger portable","-",355,355,14,1.6,1.27,2.01,238,1000,1,1,0,0,0,0,0,0,0,"-",46,165
"apple iphone cheap","-",2021,392,394,0.84,0.46,0.92,53,194,1,0,0,0,0,0,0,0,0,"-","-",165
"travel pro power bank","-",16,314,41,,,,214,20000,1,0,0,0,0,0,0,0,0,"-","-",165
"apple charging stand",15,16,480,-3,1.58,1.05,1.75,336,30000,1,0,0,0,0,0,0,0,0,"-","-",165
"charging station for multiple devices usb c","-",52,258,2,1.25,0.87,1.75,300,5000,1,0,0,0,0,0,0,0,0,"-","-",165
"morpie portable charger","-","-",0,"-",,,,121,681,1,0,0,0,0,0,0,0,0,"-","-",165
"iphone charger stand 3 in 1",41,873,873,-15,1.61,1.13,2.03,428,1000,1,0,0,0,0,0,0,0,0,"-","-",165
"iphone 15 charger belkin","-",399,155,59,,,,104,388,1,0,0,0,0,0,0,0,0,"-","-",165
"multi device charging station usb c","-",58,175,-28,,,,101,3000,1,0,0,0,0,0,0,0,0,"-","-",165
"iphone and apple watch charging docks","-",36,72,78,,,,118,2000,1,0,0,0,0,0,0,0,0,"-","-",165
"folding power bank","-",2,23,-65,,,,86,10000,1,0,0,0,0,0,0,0,0,"-","-",165
"magsafe charger macbook",15,542,489,6,1.79,1.42,2.15,246,902,1,0,0,0,0,0,0,0,0,"-","-",166
"apple watch phone charger dock","-","-",0,"-",,,,208,2000,1,0,0,0,0,0,0,0,0,"-","-",166
"i phone charger stand",14,22,430,11,1.4,0.98,1.77,373,20000,1,0,0,0,0,0,0,0,0,"-","-",166
"wireless charger iphone case","-",5,143,-26,1.13,0.78,1.3,375,30000,1,0,0,0,0,0,0,0,0,"-","-",166
"portable macbook charger",6,88,441,-5,1.42,1.06,2.28,305,5000,1,0,0,0,0,0,0,0,0,"-","-",166
"magnetic usb charger iphone","-",14,57,-28,,,,149,4000,1,0,0,0,0,0,0,0,0,"-","-",166
"belkin fast charger iphone","-",473,218,5,0.98,0.75,1.21,190,461,1,0,0,0,0,0,0,0,0,"-","-",166
"wireless phone charger iphone stand",10,37,372,7,,,,300,10000,1,0,0,0,0,0,0,0,0,"-","-",166
"multi charger apple","-",6,58,-69,,,,261,9000,1,0,0,0,0,0,0,0,0,"-","-",166
"tiny usb c cable","-","-",0,"-",,,,160,1000,1,0,0,0,0,0,0,0,0,"-","-",166
"multi iphone charging station","-",82,247,3,,,,233,3000,1,0,0,0,0,0,0,0,0,"-","-",166
"3 in 1 magnetic charging cable","-",146,292,12,,,,216,2000,1,0,0,0,0,0,0,0,0,"-","-",166
"cargador belkin iphone","-",693,255,-19,,,,243,368,1,0,0,0,0,0,0,0,0,"-","-",166
"magnet charger for iphone","-",22,219,3,,,,295,10000,1,0,0,0,0,0,0,0,0,"-","-",166
"magnetic wireless power bank",21,469,937,16,1.29,0.79,1.44,333,2000,1,0,0,0,0,0,0,0,0,"-","-",166
"all in one converter and adapter","-",47,280,117,,,,138,6000,1,0,0,0,0,0,0,0,0,"-","-",166
"macbook pro 16 charger",19,119,474,3,2.05,1.42,2.56,269,4000,1,0,0,0,0,0,0,0,0,"-","-",166
"usb c charging station for multiple devices",8,94,469,3,1.26,0.82,1.55,379,5000,1,0,0,0,0,0,0,0,0,"-","-",166
"anker silicone usb c cable",12,1552,436,5,1.09,1.02,1.16,134,281,1,0,0,0,0,0,0,0,0,"-","-",166
"thin magsafe portable charger","-",81,324,31,,,,223,4000,1,0,0,0,0,0,0,0,0,"-","-",166
"airpods iphone 15 pro max","-",27,108,-42,,,,77,4000,1,0,0,0,0,0,0,0,0,"-","-",166
"iphone 16 airpods",7,120,361,"-",,,,295,3000,1,0,0,0,0,0,0,0,0,"-","-",166
"airpod stand charger","-",31,94,74,,,,188,3000,1,0,0,0,0,0,0,0,0,"-","-",167
"magnet pad for phone","-",11,332,11,,,,293,30000,1,1,0,0,0,0,0,0,0,"-",20,167
"iphone and watch charger stand","-",22,222,-10,1.33,1.02,1.62,355,10000,1,0,0,0,0,0,0,0,0,"-","-",167
"iphone airpods apple watch charging dock","-",75,149,5,1.85,1.47,2.85,268,2000,1,0,0,0,0,0,0,0,0,"-","-",167
"portable wireless iphone charger",13,46,416,32,1.41,1.23,1.52,292,9000,1,0,0,0,0,0,0,0,0,"-","-",167
"power charging station",5,14,425,15,1.43,1.15,2.34,267,30000,1,0,0,0,0,0,0,0,0,"-","-",167
"apple battery charger","-",31,307,2,1.32,0.97,1.68,335,10000,1,0,0,0,0,0,0,0,0,"-","-",167
"phone and apple watch stand","-","-",0,"-",,,,195,20000,1,0,0,0,0,0,0,0,0,"-","-",167
"apple iphones on sale","-",3,288,39,0.78,0.7,1.14,214,100000,1,0,0,0,0,0,0,0,0,"-","-",167
"charging station for multiple devices wireless","-",3,28,21,,,,238,10000,1,0,0,0,0,0,0,0,0,"-","-",167
"portable charger with wireless charging","-",16,323,14,,,,359,20000,1,0,0,0,0,0,0,0,0,"-","-",167
"apple watch charger wall","-",313,313,58,1.29,1.01,1.56,198,1000,1,0,0,0,0,0,0,0,0,"-","-",167
"apple multi chargers for all devices","-",21,206,-12,,,,127,10000,1,0,0,0,0,1,0,0,0,"-","-",167
"iphone charging dock magsafe","-",216,216,-6,,,,297,1000,1,1,0,0,0,0,0,0,0,"-",18,167
"power bank with magsafe",5,285,285,-5,,,,306,1000,1,0,0,0,0,0,0,0,0,"-","-",167
"portable charger bank for multiple devices","-",20,101,-37,,,,257,5000,1,0,0,0,0,0,0,0,0,"-","-",167
"anker portable charger iphone 13","-",275,215,-1,1.13,0.98,1.31,248,781,1,0,0,0,0,0,0,0,0,"-","-",167
"powerbank fast charging wireless","-",4,24,-42,,,,99,6000,1,0,0,0,0,0,0,0,0,"-","-",167
"anker iphone 16 charger cable","-",273,273,18,,,,176,1000,1,0,0,0,0,0,0,0,0,"-","-",167
"portable phone charger apple","-",5,153,-14,1.3,1.07,1.7,183,30000,1,0,0,0,0,0,0,0,0,"-","-",168
"iphone es","-",993,276,6,,,,437,278,1,0,0,0,0,0,0,0,0,"-","-",168
"iphone watch charger stand","-",7,68,-50,1.19,0.93,1.37,286,10000,1,0,0,0,0,0,0,0,0,"-","-",168
"anker usb charging station",12,480,480,2,1.67,1.34,2.14,244,1000,1,1,0,0,0,0,0,0,0,"-",37,168
"wireless phone stand charger","-",10,198,-20,,,,359,20000,1,0,0,0,0,0,0,0,0,"-","-",168
"portable wireless charger iphone",42,94,939,4,1.56,0.96,1.64,523,10000,1,0,0,0,0,0,0,0,0,"-","-",168
"apple multiple device charger","-",14,138,-13,,,,326,10000,1,0,0,0,0,0,0,0,0,"-","-",168
"apple watch iphone airpods dock","-",209,209,-19,,,,239,1000,1,0,0,0,0,0,0,0,0,"-","-",168
"fast charger iphone anker","-",141,282,15,2.08,1.62,3.1,267,2000,1,1,0,0,0,0,0,0,0,"-",12,168
